open,close,high,low,volume,LABEL,SMA5,SMA10,SMA20,WR14,WR18,WR22,MACD9,MACD10,RSI15,RSI20,RSI25,RSI30,STOCH,OBV,SMA15,SMA25,SMA30,MFI14,MFI18,MFI22,UO7,UO8,UO9,ROCP
1.0,0.9829158811968957,0.9930611911175791,1.0,0.3775114060692652,-1.0,1.0,0.9999999999999996,1.0000000000000004,0.5042791273196721,0.5041950824837742,0.5039118695430069,0.6328744459140417,0.6515453889673839,0.3956648188033798,0.3921263451860586,0.3899145614192825,0.40265809748871606,0.26288119915542657,0.08158063470441743,1.0,1.0,1.0000000000000004,0.725179153810038,0.5672616928656409,0.5932509589237754,0.31520143526340927,0.38523218376316726,0.4261059116237139,0.6452509394548761
0.9671563192697867,0.7354131147639427,0.9493665702400818,0.7552194005266624,0.4039625617898423,-1.0,0.9285758442542971,0.970077145659348,0.9862995435873612,0.0,0.0,0.0,0.46224004066284297,0.5000252985586886,0.1323524569152058,0.15064846312749613,0.17045510925022545,0.19443253328107946,0.1739442289019949,0.06724573373865593,0.9902100865025529,0.9926995683741202,0.9862722691540218,0.6547597992427402,0.5754774718257998,0.5304429385310596,0.010254793788411987,0.04910345576015673,0.09487841567986188,0.4048151445164729
0.6278646613333478,0.7016500279982916,0.7216973007488314,0.6235522760667167,0.6965619132849024,-1.0,0.869636351667654,0.9299365703527696,0.9702384883803217,0.18227690000686925,0.18224652113271178,0.1821441508895506,0.34263762815018883,0.3868057545116289,0.10851789050291194,0.126581246203459,0.1472475040239961,0.1715189636604153,0.11513694544564336,0.04650090701740618,0.9714763122929817,0.9842988150392182,0.9719365174387016,0.5682330173482074,0.5652720287509665,0.4569153849634344,0.08011643847337635,0.15369419804533602,0.1499220769507944,0.31721077663578023
0.6873817777768263,0.7729239555642122,0.7358694965347516,0.7106973195848982,0.597227980148338,-1.0,0.8212429922869195,0.8955628226576668,0.9622524455941339,0.3161103490775443,0.3160576650758189,0.31588013137133053,0.3222414739749255,0.35799568405342647,0.2270194175458966,0.23094613129975916,0.24101088717521668,0.25720812703763574,0.08882741476545981,0.06506964164155242,0.9582844132266226,0.9788636097756154,0.9602856559174069,0.57290403913031,0.6286252368606183,0.52368675332717,0.1704882444265734,0.20739993726617922,0.2643350798574229,0.3702999314538562
0.7115898130188016,0.5415492310717802,0.6807485411777909,0.5446615344769259,0.0,-1.0,0.7221261139740456,0.8386072398857221,0.9409729635226696,0.02515606285381078,0.02515187026074106,0.025137742127822382,0.19153859275481971,0.23092035236796188,0.07708566272592349,0.08122647970625196,0.0961623022488367,0.11380079614115224,0.09839200384257128,0.05958428191994998,0.9271511200106834,0.958284311017942,0.9381077662458615,0.5138868903607183,0.65162129945329,0.5460839442950454,0.06117903444707784,0.03460277932774525,0.09923056769235294,0.16610716893773025
0.6003113797571298,0.5802527272944777,0.5965326759559688,0.4684647140508358,0.765960656288319,-1.0,0.6379572844450747,0.7882951990600979,0.9229827098663033,0.18909998543329598,0.18906846940103728,0.18896226718073472,0.15479735984976228,0.18378371908405094,0.13101186803765885,0.1305719391153376,0.14158180404316023,0.156120972981179,0.12823461305804496,0.08184941546314982,0.8940407740948295,0.9368472585058285,0.9178422642526587,0.40823897884134774,0.5769515212388848,0.5405478846312358,0.12962833299661913,0.18015809340257405,0.14029467700678266,0.22304603725818584
0.5271298279599796,0.41322207067484884,0.5146888825159786,0.42026790168868056,0.7134571543265162,-1.0,0.5706095701015164,0.7192618350582101,0.8965505126952498,0.014501751352112069,0.014499334442018896,0.014491189977130059,0.0614584306242546,0.08632032841558868,0.04843693646023356,0.04542111340272981,0.0569110099121517,0.07055210377021004,0.09425163704442498,0.060734467481738455,0.8478777296699436,0.9099797404867926,0.8989550016123871,0.29717379449391557,0.5090203699076696,0.5336757029727107,0.0,0.054391221550073365,0.08993251695939353,0.055607657224849616
0.41534438306542,0.4027222352200037,0.38076512931418316,0.3768302646680084,0.4864274894363673,-1.0,0.5081245818725599,0.6588580920122169,0.864562411058801,0.05572648185906648,0.05571719429833022,0.05568589722504125,0.028755553777560006,0.041055998170958063,0.04386522781532043,0.04062234675777476,0.05207531581266733,0.06561474407776968,0.061608566552959085,0.04459302094113189,0.7960385500223692,0.882288030040109,0.8800870235801903,0.19939795094634663,0.45229774195107664,0.5366545830787549,0.0188276509214077,0.055824003407167866,0.08571034996900107,0.12061040045292304
0.41894288447658834,0.3278981209970011,0.3794100506647702,0.3430281910749211,0.4389610962855565,-1.0,0.4151006653739744,0.5885087461710685,0.8283085346323813,0.002882624816128887,0.002557935646759546,0.002556498821011166,0.0,0.0,0.012077084900951551,0.007260430671529539,0.018423403237601166,0.031212467657792065,0.0021019148285130324,0.029491412850005456,0.7373395398500051,0.8542025969574905,0.8578391876431399,0.08343454911537726,0.3810800161521918,0.5387749219619554,0.05093921825357839,0.0,0.0,0.03216227167330399
0.2541754243730079,0.37887309813366743,0.32972542381672865,0.25710008345877444,0.5050415387658393,1.0,0.38109641251646487,0.5222863950669359,0.7947057535037456,0.162841251437555,0.154496032562074,0.15440925012956164,0.04890258032634609,0.029088774087982272,0.08261948888917603,0.07128890516383724,0.077209106614745,0.08606093093822453,0.0031955279722559182,0.04604063430057427,0.6835737951667777,0.828786131131853,0.8343472432617847,0.08879678733320387,0.3052278006352325,0.48305852301995145,0.1370571869414542,0.18331425130653867,0.12328486573493092,0.07179169308088207
